UV_CACHE_DIR=.uv-cache uv run pytest tests/integration/cognition/test_persona_policy_quantitative.py -s --no-cov
============================= test session starts ==============================
platform darwin -- Python 3.12.13, pytest-8.4.2, pluggy-1.6.0
rootdir: /Users/cassia/Local/Code/iris_memory_core
configfile: pyproject.toml
plugins: cov-7.1.0, anyio-4.15.0
collected 2800 items

tests/integration/cognition/test_persona_policy_quantitative.py W03 locked/0: rejected by locked policy forbids Persona proposals; current unchanged
.W03 sensitive_field/37: accepted at boundary; one Current revision
.W03 sensitive_field/38: accepted at boundary; one Current revision
.W03 sensitive_field/39: accepted at boundary; one Current revision
.W03 sensitive_field/40: accepted at boundary; one Current revision
.W03 sensitive_field/41: accepted at boundary; one Current revision
.W03 sensitive_field/42: accepted at boundary; one Current revision
.W03 sensitive_field/43: accepted at boundary; one Current revision
.W03 sensitive_field/44: accepted at boundary; one Current revision
.W03 sensitive_field/45: accepted at boundary; one Current revision
.W03 sensitive_field/46: accepted at boundary; one Current revision
.W03 sensitive_field/47: accepted at boundary; one Current revision
.W03 sensitive_field/48: accepted at boundary; one Current revision
.W03 sensitive_field/49: accepted at boundary; one Current revision
.W03 sensitive_field/50: accepted at boundary; one Current revision
.W03 sensitive_field/51: accepted at boundary; one Current revision
.W03 sensitive_field/52: accepted at boundary; one Current revision
.W03 sensitive_field/53: accepted at boundary; one Current revision
.W03 sensitive_field/54: accepted at boundary; one Current revision
.W03 sensitive_field/55: accepted at boundary; one Current revision
.W03 sensitive_field/56: accepted at boundary; one Current revision
.W03 sensitive_field/57: accepted at boundary; one Current revision
.W03 sensitive_field/58: accepted at boundary; one Current revision
.W03 sensitive_field/59: accepted at boundary; one Current revision
.W03 sensitive_field/60: accepted at boundary; one Current revision
.W03 sensitive_field/61: accepted at boundary; one Current revision
.W03 sensitive_field/62: accepted at boundary; one Current revision
.W03 sensitive_field/63: accepted at boundary; one Current revision
.W03 sensitive_field/64: accepted at boundary; one Current revision
.W03 sensitive_field/65: accepted at boundary; one Current revision
.W03 sensitive_field/66: accepted at boundary; one Current revision
.W03 sensitive_field/67: accepted at boundary; one Current revision
.W03 sensitive_field/68: accepted at boundary; one Current revision
.W03 sensitive_field/69: accepted at boundary; one Current revision
.W03 sensitive_field/70: accepted at boundary; one Current revision
.W03 sensitive_field/71: accepted at boundary; one Current revision
.W03 sensitive_field/72: accepted at boundary; one Current revision
.W03 sensitive_field/73: accepted at boundary; one Current revision
.W03 sensitive_field/74: accepted at boundary; one Current revision
.W03 sensitive_field/75: accepted at boundary; one Current revision
.W03 sensitive_field/76: accepted at boundary; one Current revision
.W03 sensitive_field/77: accepted at boundary; one Current revision
.W03 sensitive_field/78: accepted at boundary; one Current revision
.W03 sensitive_field/79: accepted at boundary; one Current revision
.W03 sensitive_field/80: accepted at boundary; one Current revision
.W03 sensitive_field/81: accepted at boundary; one Current revision
.W03 sensitive_field/82: accepted at boundary; one Current revision
.W03 sensitive_field/83: accepted at boundary; one Current revision
.W03 sensitive_field/84: accepted at boundary; one Current revision
.W03 sensitive_field/85: accepted at boundary; one Current revision
.W03 sensitive_field/86: accepted at boundary; one Current revision
.W03 sensitive_field/87: accepted at boundary; one Current revision
.W03 sensitive_field/88: accepted at boundary; one Current revision
.W03 sensitive_field/89: accepted at boundary; one Current revision
.W03 sensitive_field/90: accepted at boundary; one Current revision
.W03 sensitive_field/91: accepted at boundary; one Current revision
.W03 sensitive_field/92: accepted at boundary; one Current revision
.W03 sensitive_field/93: accepted at boundary; one Current revision
.W03 sensitive_field/94: accepted at boundary; one Current revision
.W03 sensitive_field/95: accepted at boundary; one Current revision
.W03 sensitive_field/96: accepted at boundary; one Current revision
.W03 sensitive_field/97: accepted at boundary; one Current revision
.W03 sensitive_field/98: accepted at boundary; one Current revision
.W03 sensitive_field/99: accepted at boundary; one Current revision
.W03 sensitive_field/100: accepted at boundary; one Current revision
.W03 sensitive_field/101: accepted at boundary; one Current revision
.W03 sensitive_field/102: accepted at boundary; one Current revision
.W03 sensitive_field/103: accepted at boundary; one Current revision
.W03 sensitive_field/104: accepted at boundary; one Current revision
.W03 sensitive_field/105: accepted at boundary; one Current revision
.W03 sensitive_field/106: accepted at boundary; one Current revision
.W03 sensitive_field/107: accepted at boundary; one Current revision
.W03 sensitive_field/108: accepted at boundary; one Current revision
.W03 sensitive_field/109: accepted at boundary; one Current revision
.W03 sensitive_field/110: accepted at boundary; one Current revision
.W03 sensitive_field/111: accepted at boundary; one Current revision
.W03 sensitive_field/112: accepted at boundary; one Current revision
.W03 sensitive_field/113: accepted at boundary; one Current revision
.W03 sensitive_field/114: accepted at boundary; one Current revision
.W03 sensitive_field/115: accepted at boundary; one Current revision
.W03 sensitive_field/116: accepted at boundary; one Current revision
.W03 sensitive_field/117: accepted at boundary; one Current revision
.W03 sensitive_field/118: accepted at boundary; one Current revision
.W03 sensitive_field/119: accepted at boundary; one Current revision
.W03 sensitive_field/120: accepted at boundary; one Current revision
.W03 sensitive_field/121: accepted at boundary; one Current revision
.W03 sensitive_field/122: accepted at boundary; one Current revision
.W03 sensitive_field/123: accepted at boundary; one Current revision
.W03 sensitive_field/124: accepted at boundary; one Current revision
.W03 sensitive_field/125: accepted at boundary; one Current revision
.W03 sensitive_field/126: accepted at boundary; one Current revision
.W03 sensitive_field/127: accepted at boundary; one Current revision
.W03 sensitive_field/128: accepted at boundary; one Current revision
.W03 sensitive_field/129: accepted at boundary; one Current revision
.W03 sensitive_field/130: accepted at boundary; one Current revision
.W03 sensitive_field/131: accepted at boundary; one Current revision
.W03 sensitive_field/132: accepted at boundary; one Current revision
.W03 sensitive_field/133: accepted at boundary; one Current revision
.W03 sensitive_field/134: accepted at boundary; one Current revision
.W03 sensitive_field/135: accepted at boundary; one Current revision
.W03 sensitive_field/136: accepted at boundary; one Current revision
.W03 sensitive_field/137: accepted at boundary; one Current revision
.W03 sensitive_field/138: accepted at boundary; one Current revision
.W03 sensitive_field/139: accepted at boundary; one Current revision
